"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"2-13-2021-12893","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","12-10-2021","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","523","الحبية الثالثة","Al Hebiah Third","","","1395","دماك هيلز - ريتشموند","DAMAC HILLS -  RICHMOND ","DAMAC HILLS","داماك هيليز","موتور سيتي","Motor City","","","","","","","0","253.58","1763750","6955.40",null,null,"2","1","0"
"1-102-2022-9780","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","12-04-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","بينينسولا تو","Peninsula Two","2318","بينينسولا تو","Peninsula Two","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","استوديو","Studio","1","39.49","786000","19903.77",null,null,"1","2","0"
"1-102-2022-20387","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","25-07-2022","3","وحدة","Unit","112","غرفة فندقية","Hotel Rooms","ضيافة","Hospitality ","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","فندق ذا وان ","The One Hotel","1864"," ذا وان هوتيل","THE ONE HOTEL ","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","استوديو","Studio","1","30.18","1291500","42793.24",null,null,"1","2","0"
"1-11-2023-7867","11","1","مبايعات","Sales","بيع","Sell","16-03-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","526","الخليج التجارى","Business Bay","ويست هايتس 4","WEST HEIGHTS 4",null,"","","Business Bay","الخليج التجاري","برج خليفة","Burj Khalifa","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","107.30","1086621","10126.94",null,null,"2","1","0"
"3-9-2001-300108","9","3","هبات","Gifts","هبه","Grant","24-09-2001","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","382","الوحيده","Al Waheda","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو أبو هيل","Abu Hail Metro Station","","","","","0","125.35","67463","538.20",null,null,"2","1","0"
"1-11-2011-3933","11","1","مبايعات","Sales","بيع","Sell","07-03-2011","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","MOG 190","MOG 190",null,"","","Discovery Gardens","الحدائق المكتشفة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","0","89.00","330000","3707.87",null,null,"1","1","0"
"2-110-2009-202915","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","24-11-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","ساوث ريدج 3","South Ridge 3",null,"","","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","95.23","940888","9880.16","940888","9880","2","2","2"
"1-41-2009-201685","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","10-12-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","526","الخليج التجارى","Business Bay","ايست هايتس 2","EAST HEIGHTS 2",null,"","","Business Bay","الخليج التجاري","برج خليفة","Burj Khalifa","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","ثلاث غرف","3 B/R","1","171.68","2483389","14465.22",null,null,"1","1","0"
"1-11-2007-100644","11","1","مبايعات","Sales","بيع","Sell","01-08-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","",null,"","","Springs - 5","الينابيع - 5","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","455.83","1850000","4058.53",null,null,"1","1","0"
"1-110-2013-1405","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","01-07-2013","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","بلاتنيوم تاور","PLATINUM TOWER","505","برج بلاتينيوم","PLATINUM TOWER","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","مكتب","Office","1","106.96","1137825","10637.86",null,null,"2","2","2"
"1-11-2014-4824","11","1","مبايعات","Sales","بيع","Sell","19-02-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","435","الحبيه الرابعة","Al Hebiah Fourth","ذا سبريت","The Spirit","140","سبريت","THE SPIRIT","Dubai Sports City","مدينة دبي الرياضية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","استوديو","Studio","1","34.44","847942","24620.85",null,null,"1","1","0"
"1-102-2008-24113","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","09-04-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","451","الحبيه الخامسة","Al Hebiah Fifth","الثمام 51","AL THAMAM 51","975","رمرام","REMRAAM","Remraam","رمرام","موتور سيتي","Motor City","","","","","ثلاث غرف","3 B/R","1","143.72","1364163","9491.81",null,null,"1","1","0"
"1-11-2014-25424","11","1","مبايعات","Sales","بيع","Sell","20-11-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","464","وادي الصفا 2","Wadi Al Safa 2","مزايا 12","Mazaya 12","1195","كيو بوينت ليوان -PLOT R047","QPOINT LIWAN-PLOT R047","Liwan","ليوان","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفة","1 B/R","1","71.61","559007","7806.27",null,null,"1","1","0"
"1-11-2015-827","11","1","مبايعات","Sales","بيع","Sell","14-01-2015","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","مرتفعات جميرا المجمع الشرقيD","JHCED","1103","جميرا هايتس كلسترس","JUMEIRAH HEIGHTS CLUSTERS","Jumeirah Heights","مرتفعات جميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","غرفتين","2 B/R","1","196.99","2600000","13198.64",null,null,"1","1","0"
"1-102-2008-19439","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","12-03-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","458","مجمع دبي للاستثمار الاول","Dubai Investment Park First","EAST GATE 3","EAST GATE 3","1514","ذا رويال استيت بلوت 3","THE ROYAL ESTATES PLOT.3","Dubai Investment Park First","مجمع دبي للاستثمار الاول","موقع إكسبو 2020","Expo 2020 Site","محطة مترو الدانوب","DANUBE Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","ثلاث غرف","3 B/R","0","134.85","1611187","11948.00",null,null,"1","1","0"
"1-102-2008-41779","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","10-08-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","OASIS HEIGHTS","OASIS HEIGHTS","932","أوسيس هايتس","OASIS HEIGHTS","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفة","1 B/R","0","33.40","817017","24461.59",null,null,"1","1","0"
"1-11-2017-11510","11","1","مبايعات","Sales","بيع","Sell","13-09-2017","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","8 بوليفارد واك","8 BLVD WALK",null,"","","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","120.50","1289079","10697.75",null,null,"1","1","0"
"1-102-2018-9980","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","09-07-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","462","مدينة المطار","Madinat Al Mataar","MAG 505","MAG 505","1673","ماج 5 بوليفارد","MAG 5 BOULEVARD","Dubai World Central","دبي ورلد سنترال","موقع إكسبو 2020","Expo 2020 Site","","","","","غرفة","1 B/R","1","44.42","425000","9567.76",null,null,"1","1","0"
"1-110-2018-743","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","19-11-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","شقق كلاسيك","CLASSIC APARTMENT","767","كلاسيك أبارتمنت","CLASSIC APARTMENTS","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفة","1 B/R","1","97.64","550000","5632.94",null,null,"2","2","2"
"2-810-2019-328","810","2","رهون","Mortgages","تسجيل اجارة تمويلية","Lease Finance Registration","27-06-2019","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","351","الثنيه الثالثة","Al Thanyah Third","","",null,"","","","","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","","","0","270.05","2212500","8192.93",null,null,"2","1","0"
"1-11-2019-8091","11","1","مبايعات","Sales","بيع","Sell","09-09-2019","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","نايتس برديج كورت","KNIGHTSBRIDGE COURT","637","نايت بريدج كورت آند كينسنجتون مانور","KNIGHT BRIDGE COURT & KENSNGTON MANOR","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","استوديو","Studio","1","37.90","225000","5936.68",null,null,"2","1","0"
"1-11-2021-3258","11","1","مبايعات","Sales","بيع","Sell","01-03-2021","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","","","1385","ورسان فيلج B & C","WARSAN VILLAGE - B & C","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","154.00","1350000","8766.23",null,null,"1","1","0"
"1-41-2011-922","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","07-03-2011","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","","","1282","جميرا بارك","JUMEIRAH PARK ","Jumeirah Park","جميرا بارك","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","مارينا مول","Marina Mall","","","0","806.20","3100000","3845.20",null,null,"1","2","0"
"1-11-2011-16867","11","1","مبايعات","Sales","بيع","Sell","28-11-2011","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","مارينا هايتز 1","MARINA HEIGHTS 1",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","ابراج مارينا","Marina Towers","مارينا مول","Marina Mall","غرفتين","2 B/R","1","107.70","645742","5995.75",null,null,"1","1","0"
"1-11-2006-773","11","1","مبايعات","Sales","بيع","Sell","15-05-2006","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","382","الوحيده","Al Waheda","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو أبو هيل","Abu Hail Metro Station","","","","","0","630.16","1220940","1937.51",null,null,"1","1","0"
"1-11-2008-202580","11","1","مبايعات","Sales","بيع","Sell","13-05-2008","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","الصدف 8","Sadaf 8",null,"","","Jumeriah Beach Residence  - JBR","جميرا بيتش ريزيدنس  - الجيه بي آر ","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","1","176.79","875000","4949.37",null,null,"1","2","0"
"2-13-2008-100208","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","29-04-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","",null,"","","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","172.49","875000","5072.76",null,null,"1","1","0"
"2-13-2001-681","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","14-08-2001","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","369","البرشاء الثالثه","Al Barsha Third","","",null,"","","","","برج العرب","Burj Al Arab","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","","","0","1393.55","500000","358.80",null,null,"1","1","0"
"2-13-2005-792","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","24-08-2005","2","مبنى","Building",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","367","السوق الكبير","Al Suq Al Kabeer","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الفهيدي","Al Fahidi Metro Station","مول دبي","Dubai Mall","","","0","485.23","4720000","9727.35",null,null,"1","1","0"
"2-190-2009-27","190","2","رهون","Mortgages","رهن بيع مبدئى","Delayed Mortgage","24-09-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","442","البرشاء جنوب الخامسة","Al Barsha South Fifth","","",null,"","","Jumeirah Village Triangle","قرية جميرا المثلثة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","","","0","712.37","1162500","1631.88",null,null,"1","1","0"
